iter	Logloss
231	0.3751452496
232	0.3750455462
233	0.3749449763
234	0.3747478983
235	0.3746812308
236	0.374465306
237	0.3743012097
238	0.374169012
239	0.3740689837
240	0.3739661933
241	0.3737712545
242	0.3736145507
243	0.3734925887
244	0.3733977053
245	0.3732357482
246	0.3731431665
247	0.3730266473
248	0.3728963992
249	0.3726435122
250	0.3724751375
251	0.3723185149
252	0.3720884552
253	0.3718834702
254	0.3716665706
255	0.3716059687
256	0.3715017974
257	0.3714892058
258	0.371360068
259	0.3711269213
260	0.3710216668
261	0.3708881422
262	0.3706749253
263	0.3705332772
264	0.3703842366
265	0.3702120709
266	0.3701649812
267	0.3699689051
268	0.3698176982
269	0.3697019101
270	0.369489641
271	0.369472744
272	0.369248452
273	0.3690975159
274	0.369008319
275	0.3688893356
276	0.3686860837
277	0.3686219616
278	0.3685678585
279	0.3684375563
280	0.3683104494
281	0.3682045721
282	0.3680860761
283	0.368045729
284	0.3679285329
285	0.3677605643
286	0.3676742378
287	0.3676596966
288	0.3674795427
289	0.3673590158
290	0.367202664
291	0.3669941317
292	0.3668303333
293	0.3666501794
294	0.3665468204
295	0.3664475503
296	0.3663110471
297	0.3662301091
298	0.3661607338
299	0.3660261802
300	0.3658776
301	0.3657721559
302	0.3656401478
303	0.3655154508
304	0.3653899145
305	0.3652176675
306	0.3650678687
307	0.3649697088
308	0.3648403273
309	0.3646297641
310	0.3645325519
311	0.3644414054
312	0.3643370986
313	0.3641667743
314	0.3640686956
315	0.3639920632
316	0.3638452972
317	0.3637306193
318	0.3636011024
319	0.3634210568
320	0.363285745
321	0.363172042
322	0.3631003379
323	0.3630242741
324	0.3628360779
325	0.3627226727
326	0.3626180681
327	0.362518825
328	0.3623845694
329	0.3621588422
330	0.3621073928
331	0.3620405629
332	0.3618515001
333	0.3617826122
334	0.3615826367
335	0.3613952258
336	0.361313313
337	0.3612533881
338	0.3610285003
339	0.3609030994
340	0.3608513792
341	0.3607412506
342	0.3606724439
343	0.3605835719
344	0.3603589008
345	0.3602080189
346	0.3600410793
347	0.3599384785
348	0.3597608158
349	0.3596734603
350	0.3595619236
351	0.3594812023
352	0.3593001006
353	0.359149327
354	0.3590102242
355	0.3589003393
356	0.3587546835
357	0.3586478314
358	0.3585706574
359	0.3583602567
360	0.3582801582
361	0.3582030654
362	0.3581120272
363	0.3578630395
364	0.3577812351
365	0.3576767929
366	0.3573744604
367	0.3572669584
368	0.3571404742
369	0.3569675503
370	0.3569204336
371	0.3568597233
372	0.3567732885
373	0.3564362141
374	0.3563171766
375	0.3561674861
376	0.3559858158
377	0.3558740624
378	0.3557887107
379	0.3557294627
380	0.3556283783
381	0.3555198744
382	0.3553252334
383	0.3552254217
384	0.3551991826
385	0.3550304017
386	0.3549341102
387	0.3548564759
388	0.3546951416
389	0.3546164241
390	0.3544314773
391	0.3542769668
392	0.3541469354
393	0.3539744447
394	0.3538669969
395	0.3536670485
396	0.3534854594
397	0.3533435947
398	0.3532203871
399	0.3530484109
400	0.3528673092
401	0.3527666852
402	0.3527022381
403	0.3525870187
404	0.3524299899
405	0.3522006342
406	0.3519692747
407	0.3517156565
408	0.3515400248
409	0.3513933129
410	0.3511880572
411	0.3509894086
412	0.3508721041
413	0.3507783038
414	0.3506165363
415	0.3504422314
416	0.3502278772
417	0.3501507845
418	0.3500595296
419	0.3498824356
420	0.3496953766
421	0.3495288974
422	0.3494246448
423	0.3493222606
424	0.3491808291
425	0.3490821818
426	0.3489527461
427	0.3488257204
428	0.3487473008
429	0.3486735116
430	0.3485396621
431	0.3484099015
432	0.3482684971
433	0.3481282299
434	0.3479989838
435	0.3479516233
436	0.3478358353
437	0.3477443638
438	0.3476297942
439	0.3474586304
440	0.3473218835
441	0.3471812643
442	0.3470302199
443	0.3468902777
444	0.3467967212
445	0.3466802832
446	0.3464945241
447	0.346337414
448	0.346209928
449	0.346108979
450	0.3460444236
451	0.3459652187
452	0.3458160427
453	0.3457118443
454	0.3456087832
455	0.3455472606
456	0.3454214805
457	0.345287983
458	0.3451420023
459	0.3450410533
460	0.3449828343
461	0.344868346
462	0.344743622
463	0.3446601116
464	0.3444778997
465	0.3443696666
466	0.3442119338
467	0.3440422593
468	0.3439117134
469	0.3437447197
470	0.3436005261
471	0.3434309329
472	0.3433567646
473	0.3432475837
474	0.3430463898
475	0.3429088846
476	0.3428089646
477	0.3426852967
478	0.3425457336
479	0.342457322
480	0.3423603264
481	0.3422710754
482	0.3422135604
483	0.3421117449
484	0.3419902162
485	0.3418642465
486	0.3417850958
487	0.3416649481
488	0.3415437984
489	0.3414042624
490	0.3413342372
491	0.3412353732
492	0.3411367801
493	0.3409687844
494	0.3408795605
495	0.3407607125
496	0.3406636357
497	0.3405361497
498	0.3403778212
499	0.3403397757
500	0.3402091486
501	0.3401628713
502	0.340045973
503	0.3398423419
504	0.3397003418
505	0.3395936792
506	0.339511279
507	0.3393678978
508	0.3392954626
509	0.3392300678
510	0.3390955142
511	0.3389845461
512	0.3387907717
513	0.3386617693
514	0.3385371536
515	0.3384146771
516	0.3383049275
517	0.3381468156
518	0.3380145367
519	0.3378984236
520	0.3378648733
521	0.3377310508
522	0.3376254714
523	0.3375018305
524	0.3374588839
525	0.3373170732
526	0.3372284992
527	0.3371050208
528	0.3370310691
529	0.336972119
530	0.3368515651
531	0.3367415989
532	0.3366736587
533	0.3366283562
534	0.336495617
535	0.3363796935
536	0.3362556194
537	0.3361565658
538	0.336012941
539	0.3359181117
540	0.3358351971
541	0.3356399875
542	0.3354292889
543	0.3353141778
544	0.3351621315
545	0.3350661108
546	0.3349122231
547	0.3348596094
548	0.3347584979
549	0.3346894475
550	0.3345747967
551	0.3345433855
552	0.3344499915
553	0.3343272983
554	0.3342317921
555	0.3340718389
556	0.3339896824
557	0.333914079
558	0.333814538
559	0.3337179216
560	0.3336376877
561	0.33355063
562	0.33348445
563	0.3333833926
564	0.3331811426
565	0.3330786501
566	0.3330017198
567	0.3329045347
568	0.3328176666
569	0.3325898814
570	0.3325508341
571	0.332520127
572	0.3324198279
573	0.3323213701
574	0.3321848127
575	0.3320965094
576	0.3320061211
577	0.3318923368
578	0.3318125633
579	0.331710856
580	0.3315898147
581	0.3314860225
582	0.3314534469
583	0.3313561535
584	0.3312250389
585	0.3310988256
586	0.3309852038
587	0.3308639459
588	0.3306902637
589	0.3306105985
590	0.3305196686
591	0.3304322318
592	0.3304048283
593	0.3302642904
594	0.330184246
595	0.3300742257
596	0.3300347992
597	0.3298868689
598	0.329822151
599	0.3296982664
600	0.3296186012
601	0.3295302167
602	0.3294894905
603	0.3293598382
604	0.3292592682
605	0.3291752163
606	0.3290392817
607	0.3289095211
608	0.328780979
609	0.3285976298
610	0.3285723926
611	0.3284554401
612	0.3284215377
613	0.3283006318
614	0.3281982205
615	0.328101225
616	0.327994752
617	0.3278923949
618	0.3277045506
619	0.3276149746
620	0.3275145943
621	0.3273718901
622	0.3272742176
623	0.327159648
624	0.3270630587
625	0.3269678233
626	0.3269114998
627	0.326786857
628	0.3266927047
629	0.3264837121
630	0.3263382459
631	0.3262280902
632	0.3261611248
633	0.3260076704
634	0.3258837046
635	0.3257741987
636	0.3256962665
637	0.3256133789
638	0.3254955329
639	0.3253862978
640	0.3253263729
641	0.3253035186
642	0.3252012427
643	0.325128645
644	0.3250460824
645	0.3249630865
646	0.3249266928
647	0.3248498708
648	0.3247474325
649	0.3246663592
650	0.3246423134
651	0.324520893
652	0.3244690104
653	0.3243300972
654	0.3243037226
655	0.3242152298
656	0.3241517305
657	0.3240741774
658	0.3240530019
659	0.3239189358
660	0.3238136
661	0.323710214
662	0.3235878729
663	0.3234916355
664	0.323390172
665	0.3232907394
666	0.3232209037
667	0.3231926878
668	0.323095259
669	0.3230025419
670	0.3228934693
671	0.3227725363
672	0.3227171335
673	0.3226325941
674	0.3225204346
675	0.3223754558
676	0.322207406
677	0.32204201
678	0.3219603951
679	0.3218421158
680	0.3217014966
681	0.3215994915
682	0.3214717889
683	0.3213740351
684	0.3212613611
685	0.3211792317
686	0.3211163552
687	0.3209461392
688	0.3208386371
689	0.3207848049
690	0.3206615431
691	0.3205448073
692	0.3204309418
693	0.3203548509
694	0.3202962528
695	0.3201411466
696	0.3200642976
697	0.320032751
698	0.3199853364
699	0.3198628057
700	0.3197764521
701	0.3197572805
702	0.3196632907
703	0.3195087802
704	0.3194280047
705	0.3194073708
706	0.3192600633
707	0.3191575979
708	0.3190853251
709	0.3190006774
710	0.3188719187
711	0.3187168666
712	0.3186142658
713	0.3184738633
714	0.3183271515
715	0.3182076807
716	0.3181149636
717	0.318006595
718	0.3179192395
719	0.3178215941
720	0.317692375
721	0.3176108684
722	0.3175458257
723	0.3174609884
724	0.3173998179
725	0.3172932907
726	0.3171685396
727	0.317085652
728	0.3169176022
729	0.3168617932
730	0.3167841047
731	0.3167115341
732	0.3165881911
733	0.3165095819
734	0.3163862118
735	0.3163622744
736	0.3162728067
737	0.3160702046
738	0.3159541458
739	0.3158712311
740	0.315853278
741	0.315734755
742	0.3156444749
743	0.3155842521
744	0.3154748004
745	0.3153411946
746	0.3152750687
747	0.3152043936
748	0.3151186086
749	0.3150191218
750	0.3149398898
751	0.3148875198
752	0.3148337688
753	0.3147677241
754	0.3146625509
755	0.3145492811
756	0.3144339263
757	0.314319465
758	0.3142402872
759	0.3141270987
760	0.3140790613
761	0.3138751053
762	0.3137472943
763	0.3136315062
764	0.3135310988
765	0.3134580407
766	0.3134118988
767	0.3133498076
768	0.3132364295
769	0.313098437
770	0.3130481249
771	0.312906531
772	0.3127954816
773	0.3127047954
774	0.3126114555
775	0.3125324672
776	0.312403871
777	0.3123317065
778	0.3122444864
779	0.3121734592
780	0.3121171899
781	0.3119671474
782	0.311867444
783	0.3118194066
784	0.3117526307
785	0.3116126344
786	0.3114683596
787	0.311374776
788	0.3112840356
789	0.3111775355
790	0.3110463668
791	0.3109648061
792	0.3108681355
793	0.3108010889
794	0.310724321
795	0.3105885219
796	0.3105387243
797	0.3103953973
798	0.3102864331
799	0.310198211
800	0.3100935251
801	0.3099791451
802	0.3099240944
803	0.3098598369
804	0.3098127201
805	0.3097926819
806	0.3097298054
807	0.3095792214
808	0.3094737502
809	0.3093981468
810	0.3093256845
811	0.3092597752
812	0.3091870691
813	0.3091283356
814	0.3089770205
815	0.3088729033
816	0.30876291
817	0.3086687036
818	0.3085732515
819	0.3084511
820	0.308320202
821	0.308256107
822	0.3082178449
823	0.3081624421
824	0.3080587582
825	0.3079504438
826	0.3078847782
827	0.3077683673
828	0.3077512536
829	0.3076155628
830	0.3075231706
831	0.3074482171
832	0.3073819287
833	0.3073187272
834	0.3072071092
835	0.3070697395
836	0.3069625624
837	0.3069033957
838	0.3068195333
839	0.3067605561
840	0.3066563306
841	0.3065989781
842	0.3064735771
843	0.3063623924
844	0.3062420551
845	0.3061363674
846	0.3060264554
847	0.305885755
848	0.3057975871
849	0.3056936594
850	0.3056286437
851	0.3055137221
852	0.3054274497
853	0.3053220869
854	0.3051863961
855	0.3050956828
856	0.3050284195
857	0.3049608584
858	0.304878729
859	0.3047539238
860	0.3046493733
861	0.3045738782
862	0.3044975166
863	0.3044821901
864	0.3043974882
865	0.3043165503
866	0.3042332295
867	0.3041721943
868	0.3041066641
869	0.3040420817
870	0.3039095319
871	0.3037867034
872	0.3036696156
873	0.3035986696
874	0.3034979914
875	0.3034312968
876	0.3033723738
877	0.3032519011
878	0.3031997748
879	0.3031483797
880	0.3030392529
881	0.3029213256
882	0.302824655
883	0.3026905348
884	0.3026269813
885	0.3025140365
886	0.3024571985
887	0.3023945386
888	0.3022910984
889	0.302275799
890	0.3021784514
891	0.3021347466
892	0.3020236431
893	0.3018591406
894	0.3017819937
895	0.301677362
896	0.3016225278
897	0.3015281589
898	0.3014766284
899	0.3014350898
900	0.3013261526
901	0.3011991811
902	0.3011357088
903	0.3010265821
904	0.3009266079
905	0.3008497318
906	0.3006691446
907	0.3006162872
908	0.300531477
909	0.3004351314
910	0.3003834925
911	0.3002731472
912	0.300232773
913	0.3000684872
914	0.2999834062
915	0.2998769332
916	0.2997342831
917	0.2996409974
918	0.2995061731
919	0.2994284033
920	0.2993140504
921	0.2991138313
922	0.2990363594
923	0.2989729143
924	0.2989088192
925	0.2988282333
926	0.2987030219
927	0.2985862319
928	0.2984840644
929	0.2983583655
930	0.2982367826
931	0.298139083
932	0.2980233491
933	0.2978968379
934	0.2978049602
935	0.2977586288
936	0.2976983789
937	0.2976557842
938	0.2974980785
939	0.297429678
940	0.2973405352
941	0.2972994299
942	0.297225397
943	0.2971759515
944	0.2970986692
945	0.296987999
946	0.2968605942
947	0.2967633279
948	0.2967062462
949	0.2965973361
950	0.296509114
951	0.2964444503
952	0.2963114944
953	0.2961965728
954	0.2961644035
955	0.296055033
956	0.2959486412
957	0.2958668639
958	0.2957416524
959	0.2956808068
960	0.2955822949
961	0.2955178207
962	0.2954079358
963	0.2953125108
964	0.2952116701
965	0.2951142955
966	0.2950654457
967	0.2949915753
968	0.2948660931
969	0.2947642776
970	0.2946567755
971	0.2945590218
972	0.2944197295
973	0.2942537106
974	0.2941740454
975	0.294099146
976	0.2939968701
977	0.2939832496
978	0.2938945131
979	0.293842468
980	0.2937338016
981	0.2936735246
982	0.2935762312
983	0.2935076953
984	0.2934445751
985	0.2933475254
986	0.2932291919
987	0.2931399409
988	0.293081397
989	0.2930000529
990	0.2929859178
991	0.292931869
992	0.292850579
993	0.2927467055
994	0.2926224689
995	0.2924908128
996	0.2924007764
997	0.2923333778
998	0.2922408503
999	0.2921434485
